	open	ma5	close	volume	ochl_1	ochl_2	ochl_3	ochl_4	ochl_5
1125	842.746	839.2464	843.987	836610100.0	859.693	856.86	876.48	894.012	890.885
1126	835.301	840.367	842.641	852647300.0	843.987	859.693	856.86	876.48	894.012
1127	831.501	841.085	835.608	789181800.0	842.641	843.987	859.693	856.86	876.48
1128	839.221	844.3266	832.995	850000600.0	835.608	842.641	843.987	859.693	856.86
1129	849.873	842.547	841.001	888956300.0	832.995	835.608	842.641	843.987	859.693
1130	844.94	840.2446	849.59	936196800.0	841.001	832.995	835.608	842.641	843.987
1131	850.469	839.2724	846.231	939884200.0	849.59	841.001	832.995	835.608	842.641
1132	821.911	838.5374	851.816	1498987100.0	846.231	849.59	841.001	832.995	835.608
1133	837.863	838.11	824.097	843900600.0	851.816	846.231	849.59	841.001	832.995
1134	842.62	844.477	829.489	722100000.0	824.097	851.816	846.231	849.59	841.001
1135	841.748	850.478	844.729	596246500.0	829.489	824.097	851.816	846.231	849.59
1136	850.253	857.2694	842.556	689831400.0	844.729	829.489	824.097	851.816	846.231
1137	853.679	868.5378	849.679	799268800.0	842.556	844.729	829.489	824.097	851.816
1138	855.317	879.3452	855.932	884027700.0	849.679	842.556	844.729	829.489	824.097
1139	875.935	891.3674	859.494	1009459700.0	855.932	849.679	842.556	844.729	829.489
1140	897.102	899.1288	878.686	1085547200.0	859.494	855.932	849.679	842.556	844.729
1141	906.751	902.106	898.898	1080674600.0	878.686	859.494	855.932	849.679	842.556
1142	913.48	902.4556	903.716	1040221900.0	898.898	878.686	859.494	855.932	849.679
1143	904.209	900.9456	916.043	1654540200.0	903.716	898.898	878.686	859.494	855.932
1144	892.061	898.988	898.301	891873900.0	916.043	903.716	898.898	878.686	859.494
1145	900.059	895.3968	893.572	950930800.0	898.301	916.043	903.716	898.898	878.686
1146	894.769	892.5298	900.646	1047813400.0	893.572	898.301	916.043	903.716	898.898
1147	906.306	885.7674	896.166	1277478400.0	900.646	893.572	898.301	916.043	903.716
1148	881.623	883.2416	906.255	1899208200.0	896.166	900.646	893.572	898.301	916.043
1149	883.605	880.5824	880.345	1496300900.0	906.255	896.166	900.646	893.572	898.301
1150	866.659	883.4246	879.237	1104968500.0	880.345	906.255	896.166	900.646	893.572
1151	881.208	890.098	866.834	1145405600.0	879.237	880.345	906.255	896.166	900.646
1152	895.391	897.8858	883.537	1434357000.0	866.834	879.237	880.345	906.255	896.166
1153	894.997	888.6348	892.959	1562800200.0	883.537	866.834	879.237	880.345	906.255
1154	911.941	877.8424	894.556	2239150200.0	892.959	883.537	866.834	879.237	880.345
1155	907.569	862.5378	912.604	3314184000.0	894.556	892.959	883.537	866.834	879.237
1156	848.536	843.6928	905.773	3290783900.0	912.604	894.556	892.959	883.537	866.834
1157	841.579	830.0446	837.282	1306706800.0	905.773	912.604	894.556	892.959	883.537
1158	816.731	833.7774	838.997	900918500.0	837.282	905.773	912.604	894.556	892.959
1159	816.546	837.1004	818.033	793605600.0	838.997	837.282	905.773	912.604	894.556
1160	835.467	843.3954	818.379	950865700.0	818.033	838.997	837.282	905.773	912.604
1161	855.206	851.1858	837.532	790230200.0	818.379	818.033	838.997	837.282	905.773
1162	856.561	857.3696	855.946	704782100.0	837.532	818.379	818.033	838.997	837.282
1163	847.634	859.8716	855.612	697158300.0	855.946	837.532	818.379	818.033	838.997
1164	855.595	861.4174	849.508	774998300.0	855.612	855.946	837.532	818.379	818.033
1165	867.758	868.0684	857.331	662278600.0	849.508	855.612	855.946	837.532	818.379
1166	867.658	873.4364	868.451	723855600.0	857.331	849.508	855.612	855.946	837.532
1167	861.195	876.3854	868.456	920692900.0	868.451	857.331	849.508	855.612	855.946
1168	880.281	878.9866	863.341	727979500.0	868.456	868.451	857.331	849.508	855.612
1169	883.513	881.3726	882.763	722667600.0	863.341	868.456	868.451	857.331	849.508
1170	882.842	882.3286	884.171	814958300.0	882.763	863.341	868.456	868.451	857.331
1171	881.141	882.6584	883.196	787861000.0	884.171	882.763	863.341	868.456	868.451
1172	873.077	886.3894	881.462	877227300.0	883.196	884.171	882.763	863.341	868.456
1173	885.389	892.7122	875.271	822428800.0	881.462	883.196	884.171	882.763	863.341
1174	883.505	899.4928	887.543	1124490600.0	875.271	881.462	883.196	884.171	882.763
1175	899.968	908.4632	885.82	1022872000.0	887.543	875.271	881.462	883.196	884.171
1176	911.838	919.7138	901.851	904204700.0	885.82	887.543	875.271	881.462	883.196
1177	905.543	924.6644	913.076	1049433100.0	901.851	885.82	887.543	875.271	881.462
1178	934.65	929.4658	909.174	852911500.0	913.076	901.851	885.82	887.543	875.271
1179	940.806	933.645	932.395	1123541900.0	909.174	913.076	901.851	885.82	887.543
1180	923.529	934.9862	942.073	1434348600.0	932.395	909.174	913.076	901.851	885.82
1181	938.57	935.3678	926.604	1078061100.0	942.073	932.395	909.174	913.076	901.851
1182	928.428	940.2204	937.083	1169047100.0	926.604	942.073	932.395	909.174	913.076
1183	935.993	945.981	930.07	1147047800.0	937.083	926.604	942.073	932.395	909.174
1184	942.908	952.7214	939.101	1069188400.0	930.07	937.083	926.604	942.073	932.395
1185	948.861	959.7176	943.981	994614500.0	939.101	930.07	937.083	926.604	942.073
1186	964.151	968.3164	950.867	885070500.0	943.981	939.101	930.07	937.083	926.604
1187	962.916	978.323	965.886	921262300.0	950.867	943.981	939.101	930.07	937.083
1188	970.907	980.8852	963.772	859840000.0	965.886	950.867	943.981	939.101	930.07
1189	982.613	987.215	974.082	1040895500.0	963.772	965.886	950.867	943.981	939.101
1190	1004.64	993.0876	986.975	1294571000.0	974.082	963.772	965.886	950.867	943.981
1191	987.95	992.6392	1000.9	1607168700.0	986.975	974.082	963.772	965.886	950.867
1192	993.711	987.1928	978.697	1022619300.0	1000.9	986.975	974.082	963.772	965.886
1193	1003.879	982.573	995.421	1593606600.0	978.697	1000.9	986.975	974.082	963.772
1194	984.665	975.9224	1003.445	1476252600.0	995.421	978.697	1000.9	986.975	974.082
1195	975.97	970.8624	984.733	2075421198.0	1003.445	995.421	978.697	1000.9	986.975
1196	955.598	962.3564	973.668	1428242115.0	984.733	1003.445	995.421	978.697	1000.9
1197	960.54	955.0296	955.598	953453690.0	973.668	984.733	1003.445	995.421	978.697
1198	968.49	954.948	962.168	1143509329.0	955.598	973.668	984.733	1003.445	995.421
1199	941.431	954.6536	978.145	1634750474.0	962.168	955.598	973.668	984.733	1003.445
1200	934.848	951.6156	942.203	785944597.0	978.145	962.168	955.598	973.668	984.733
1201	952.713	956.1352	937.034	895016409.0	942.203	978.145	962.168	955.598	973.668
1202	960.419	960.5304	955.19	757737892.0	937.034	942.203	978.145	962.168	955.598
1203	961.652	962.2972	960.696	666924600.0	955.19	937.034	942.203	978.145	962.168
1204	964.245	966.5366	962.955	710732285.0	960.696	955.19	937.034	942.203	978.145
1205	957.43	969.6786	964.801	926071493.0	962.955	960.696	955.19	937.034	942.203
1206	962.816	975.291	959.01	1093005354.0	964.801	962.955	960.696	955.19	937.034
1207	981.707	984.102	964.024	1137571722.0	959.01	964.801	962.955	960.696	955.19
1208	977.296	994.0018	981.893	725256485.0	964.024	959.01	964.801	962.955	960.696
1209	991.887	1003.8284	978.665	965205964.0	981.893	964.024	959.01	964.801	962.955
1210	1001.968	1013.5812	992.863	996901108.0	978.665	981.893	964.024	959.01	964.801
1211	1011.85	1019.4912	1003.065	1062278283.0	992.863	978.665	981.893	964.024	959.01
1212	1030.857	1028.187	1013.523	1200749274.0	1003.065	992.863	978.665	981.893	964.024
1213	1027.175	1035.2798	1031.026	1446608937.0	1013.523	1003.065	992.863	978.665	981.893
1214	1021.084	1035.0488	1027.429	1147638146.0	1031.026	1013.523	1003.065	992.863	978.665
1215	1046.692	1034.2964	1022.413	1329595333.0	1027.429	1031.026	1013.523	1003.065	992.863
1216	1051.26	1035.3558	1046.544	1532748839.0	1022.413	1027.429	1031.026	1013.523	1003.065
1217	1033.786	1030.311	1048.987	1429579380.0	1046.544	1022.413	1027.429	1031.026	1013.523
1218	1024.48	1027.7004	1029.871	793294979.0	1048.987	1046.544	1022.413	1027.429	1031.026
1219	1027.927	1029.724	1023.667	817364167.0	1029.871	1048.987	1046.544	1022.413	1027.429
1220	1019.876	1034.3428	1027.71	920308564.0	1023.667	1029.871	1048.987	1046.544	1022.413
1221	1036.368	1037.8928	1021.32	1422513553.0	1027.71	1023.667	1029.871	1048.987	1046.544
1222	1039.351	1042.4176	1035.934	996209016.0	1021.32	1027.71	1023.667	1029.871	1048.987
1223	1046.206	1044.5796	1039.989	1297104604.0	1035.934	1021.32	1027.71	1023.667	1029.871
1224	1046.274	1041.7084	1046.761	1817000338.0	1039.989	1035.934	1021.32	1027.71	1023.667
1225	1042.253	1033.5672	1045.46	1468178853.0	1046.761	1039.989	1035.934	1021.32	1027.71
1226	1046.812	1028.5964	1043.944	1869692971.0	1045.46	1046.761	1039.989	1035.934	1021.32
1227	1026.837	1024.5244	1046.744	1793784231.0	1043.944	1045.46	1046.761	1039.989	1035.934
1228	1006.693	1018.5472	1025.633	988609416.0	1046.744	1043.944	1045.46	1046.761	1039.989
1229	1020.122	1012.0636	1006.055	813993936.0	1025.633	1046.744	1043.944	1045.46	1046.761
1230	1024.43	1012.2352	1020.606	896829766.0	1006.055	1025.633	1046.744	1043.944	1045.46
1231	1023.324	999.3042	1023.584	1213129305.0	1020.606	1006.055	1025.633	1046.744	1043.944
1232	992.25	985.5632	1016.858	1573621461.0	1023.584	1020.606	1006.055	1025.633	1046.744
1233	1005.563	976.0334	993.215	1697453933.0	1016.858	1023.584	1020.606	1006.055	1025.633
1234	956.701	972.3166	1006.913	1705733857.0	993.215	1016.858	1023.584	1020.606	1006.055
1235	953.33	968.9196	955.951	743306676.0	1006.913	993.215	1016.858	1023.584	1020.606
1236	965.785	977.2844	954.879	678870643.0	955.951	1006.913	993.215	1016.858	1023.584
1237	974.631	985.9352	969.209	574880738.0	954.879	955.951	1006.913	993.215	1016.858
1238	987.342	988.6142	974.631	694536497.0	969.209	954.879	955.951	1006.913	993.215
1239	995.78	984.937	989.928	766329017.0	974.631	969.209	954.879	955.951	1006.913
1240	995.637	980.3934	997.775	986252911.0	989.928	974.631	969.209	954.879	955.951
1241	1001.854	975.7762	998.133	1435946161.0	997.775	989.928	974.631	969.209	954.879
1242	954.462	969.64	982.604	1445005985.0	998.133	997.775	989.928	974.631	969.209
1243	963.213	970.7804	956.245	772710670.0	982.604	998.133	997.775	989.928	974.631
1244	974.333	978.9068	967.21	633809119.0	956.245	982.604	998.133	997.775	989.928
1245	967.374	984.8144	974.689	731184782.0	967.21	956.245	982.604	998.133	997.775
1246	979.111	989.3036	967.452	728818876.0	974.689	967.21	956.245	982.604	998.133
1247	996.617	994.589	988.306	729784238.0	967.452	974.689	967.21	956.245	982.604
1248	996.078	993.7194	996.877	604406584.0	988.306	967.452	974.689	967.21	956.245
1249	996.651	990.9788	996.748	501452509.0	996.877	988.306	967.452	974.689	967.21
1250	994.189	990.142	997.135	584907998.0	996.748	996.877	988.306	967.452	974.689
1251	983.76	987.2738	993.879	579169799.0	997.135	996.748	996.877	988.306	967.452
1252	983.045	993.7194	983.958	729869409.0	993.879	997.135	996.748	996.877	988.306
1253	993.331	990.9788	983.174	628802905.0	983.958	993.879	997.135	996.748	996.877
1254	981.577	990.142	992.564	711910898.0	983.174	983.958	993.879	997.135	996.748
1255	994.769	987.2738	982.794	741286894.0	992.564	983.174	983.958	993.879	997.135
