date	open	ma5	high	close	low	volume
2014-07-24	2199.833	2191.597	2239.815	2237.015	2199.833	119435536.0
2014-07-23	2191.394	2175.608	2210.282	2197.833	2190.555	84213872.0
2014-07-22	2162.436	2170.215	2197.592	2192.698	2162.236	78542584.0
2014-07-21	2164.223	2166.67	2171.94	2166.295	2158.955	54172260.0
2014-07-18	2147.663	2167.763	2176.325	2164.144	2145.446	65473296.0
2014-07-17	2166.831	2164.536	2166.932	2157.068	2147.084	59453568.0
2014-07-16	2172.824	2161.692	2183.248	2170.868	2166.774	81560232.0
2014-07-15	2170.089	2157.26	2176.272	2174.976	2165.206	71815696.0
2014-07-14	2149.542	2158.359	2171.902	2171.758	2145.278	66158864.0
2014-07-11	2136.317	2159.266	2154.735	2148.009	2134.795	61374272.0
2014-07-10	2146.601	2165.403	2151.774	2142.847	2139.522	55732496.0
2014-07-09	2178.135	2172.872	2178.51	2148.71	2148.26	62022048.0
2014-07-08	2174.828	2177.303	2180.778	2180.473	2163.359	50743600.0
2014-07-07	2178.546	2174.12	2186.202	2176.289	2171.083	50242336.0
2014-07-04	2180.445	2171.886	2183.798	2178.695	2174.073	52851104.0
2014-07-03	2169.003	2166.199	2184.964	2180.192	2164.843	63690688.0
2014-07-02	2163.998	2159.976	2171.51	2170.867	2155.609	59685500.0
2014-07-01	2169.199	2152.476	2171.15	2164.559	2157.133	53323100.0
2014-06-30	2152.306	2148.529	2168.221	2165.118	2152.306	54304188.0
2014-06-27	2146.374	2142.327	2159.526	2150.258	2138.927	52722896.0
2014-06-26	2135.156	2139.621	2151.114	2149.076	2134.891	44351168.0
2014-06-25	2141.726	2135.188	2141.726	2133.371	2126.035	37666100.0
2014-06-24	2131.686	2140.561	2145.213	2144.821	2130.292	40164356.0
2014-06-23	2137.926	2145.532	2147.227	2134.11	2132.454	41179256.0
2014-06-20	2124.963	2157.081	2137.034	2136.729	2120.807	42393720.0
2014-06-19	2161.426	2164.983	2166.407	2126.907	2119.498	53162644.0
2014-06-18	2169.252	2170.284	2172.549	2160.239	2158.497	49463896.0
2014-06-17	2185.681	2170.389	2185.681	2169.674	2168.445	49933664.0
2014-06-16	2176.438	2168.708	2196.343	2191.855	2174.277	63296876.0
