date	open	high	low	close	volume
 2015/11/24	488	499.5	484.5	494	222216
 2015/11/25	494	509.5	486.5	507.5	262744
 2015/11/26	506	521.5	502.5	515.5	230086
 2015/11/27	515	526.5	509	513.5	202198
 2015/11/30	513.5	519	502.5	509.5	155054
 2015/12/01	509	520	507	516.5	140404
 2015/12/02	516	528.5	513.5	523.5	200580
 2015/12/03	522	523.5	515.5	516.5	101194
 2015/12/04	517	524	504	513	169530
 2015/12/07	519	526.5	515	525.5	143072
 2015/12/08	524	524.5	516	521.5	156428
 2015/12/09	520.5	523	505.5	508	350614
 2015/12/10	508	513.5	506	511.5	171274
 2015/12/11	510	514.5	505.5	514	159446
 2015/12/14	513	523.5	510.5	520	197086
 2015/12/15	518	525.5	516	517	150236
 2015/12/16	516	520.5	516	519	66016
 2015/12/17	520	527	519.5	521.5	144178
 2015/12/18	521.5	537	521	536.5	211748
 2015/12/21	536.5	547.5	535	546	268228
 2015/12/22	545	546.5	536.5	545.5	178206
 2015/12/23	545	546.5	539	543.5	148000
 2015/12/24	543.5	548.5	541	545.5	182268
 2015/12/25	544.5	546	540	543	104450
 2015/12/28	542	545	536.5	542	169648
 2015/12/29	541	555.5	538.5	555	228632
 2015/12/30	555	567.5	554	558	297660
 2015/12/31	558.5	570.5	556	565	249346
 2016/01/04	567	570	554.5	555	148054
 2016/01/05	555.5	562	554	561	116352
 2016/01/06	560	561.5	550	551	166848
 2016/01/07	550	555.5	546.5	550	140108
 2016/01/08	550	553	543	551	180704
 2016/01/11	551	554.5	545.5	550.5	169952
 2016/01/12	550	551.5	533	535.5	210930
 2016/01/13	534	541	524.5	529	320568
 2016/01/14	528	532	520.5	531	263334
 2016/01/15	530.5	537	527.5	528	195504
 2016/01/18	527	544.5	524.5	542	264198
 2016/01/19	542.5	546	533.5	543	251260
 2016/01/20	542.5	544.5	534	537.5	182424
 2016/01/21	536.5	537.5	530.5	531.5	196672
 2016/01/22	531.5	548	531.5	545.5	251668
 2016/01/25	547	551.5	543	545	214272
 2016/01/26	543.5	553	540.5	551.5	181682
 2016/01/27	553.5	563	551	560.5	220004
 2016/01/28	561	561.5	552.5	552.5	153902
 2016/01/29	553.5	558	549	555	139516
 2016/02/01	555	563.5	554.5	558	155264
 2016/02/02	557.5	559	553	558.5	105388
 2016/02/03	559	561	555	559	91570
 2016/02/04	568	568	562	564.5	104818
 2016/02/05	564.5	564.5	556.5	558	75730
 2016/02/15	556	567	553	558.5	69596
 2016/02/16	559	572	558.5	566.5	185282
 2016/02/17	566	571.5	561	563	157624
 2016/02/18	565	569.5	562	568	74948
 2016/02/19	568	579	564.5	571	204088
 2016/02/22	572	594	569.5	594	309264
 2016/02/23	594.5	606.5	591	600	301162
 2016/02/24	601.5	614	598.5	612.5	593906
 2016/02/25	612	615	603.5	608	417636
 2016/02/26	609	610	593.5	606.5	369234
 2016/02/29	606.5	613	596.5	612.5	326356
 2016/03/01	614.5	620	606.5	613	293820
 2016/03/02	612.5	613.5	602.5	608	306134
 2016/03/03	605.5	612.5	600.5	602.5	270702
 2016/03/04	602.5	602.5	583	591.5	458482
 2016/03/07	596.5	616.5	595.5	616.5	341572
 2016/03/08	644	645	598.5	622.5	839250
 2016/03/09	611.5	618.5	599.5	600.5	446108
 2016/03/10	607	623	594.5	601	554278
 2016/03/11	602	619	599.5	612.5	359338
 2016/03/14	610.5	634	606.5	614	611750
 2016/03/15	615	620	610.5	613	209718
 2016/03/16	612.5	621.5	612	613.5	184134
 2016/03/17	613.5	628	603	623	320276
 2016/03/18	622	641.5	620.5	633.5	292584
 2016/03/21	633	645.5	624	624.5	278250
 2016/03/22	626	633.5	623.5	627	158904
 2016/03/23	627.5	642	621.5	622.5	241428
 2016/03/24	621	624	609.5	609.5	179020
 2016/03/25	609	617	607.5	616.5	105674
 2016/03/28	619	625.5	610	610.5	171186
 2016/03/29	613	616.5	608	611	92228
 2016/03/30	613	617.5	604.5	609.5	104578
 2016/03/31	617.5	642.5	617.5	642.5	344496
 2016/04/01	643	656.5	642	656.5	635786
 2016/04/05	656	662	645.5	657.5	310264
 2016/04/06	653	669	652	655	537502
 2016/04/07	655	661.5	644	654	605586
 2016/04/08	652	658	646	655.5	533190
 2016/04/11	658	678.5	657	674	866698
 2016/04/12	675	696.5	672	696.5	693860
 2016/04/13	700	725	689.5	711.5	1141994
 2016/04/14	710	729	705	711	969904
 2016/04/15	713	717.5	688	688	747594
 2016/04/18	684	741.5	681	719.5	834378
 2016/04/19	729	738.5	702.5	720	1273194
 2016/04/20	724	759	714.5	755	1465558
 2016/04/21	750	780.5	734	772.5	1127234
 2016/04/22	777	800	752	765.5	1171816
 2016/04/25	765	818.5	764	818.5	1273602
 2016/04/26	818.5	837.5	772.5	797.5	1508004
 2016/04/27	795	799.5	761	761	723502
 2016/04/28	753	753.5	729.5	729.5	622330
 2016/04/29	730	777	730	773.5	520316
 2016/05/03	770	776	707.5	727	330438
 2016/05/04	719.5	736	710	730.5	271030
